year,profile,rank,language,score,source_url,published_at,methodology_version
2025,spectrum,1,Python,1,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,2,Java,0.4986175,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,3,C++,0.36692132,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,4,SQL,0.32928689,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,5,C#,0.28878141,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,6,JavaScript,0.28719694,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,7,TypeScript,0.28068298,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,8,C,0.27665749,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,9,Shell,0.20956539,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,10,Go,0.18655245,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,11,R,0.18137844,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,12,PHP,0.1568357,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,13,Kotlin,0.13162782,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,14,Rust,0.13013249,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,15,Dart,0.12567229,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,16,Swift,0.1171869,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,17,Ruby,0.11651954,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,18,HTML,0.11128331,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,19,Objective-C,0.10256271,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,20,Matlab,0.09568702,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,21,Lua,0.08124556,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,22,Perl,0.07813329,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,23,Assembly,0.07789083,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,24,Cuda,0.05638115,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,25,Solidity,0.05176683,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,26,SAS,0.04673681,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,27,Apex,0.02755168,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,28,Scala,0.02197913,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,29,Arduino,0.01642322,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,30,Haskell,0.01547605,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,31,Julia,0.01486103,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,32,Fortran,0.01469436,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,33,LabView,0.01044696,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,34,Visual Basic,0.00990331,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,35,ABAP,0.00979256,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,36,Groovy,0.00820638,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,37,Verilog,0.00765878,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,38,Prolog,0.00700768,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,39,WebAssembly,0.00586531,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,40,Ocaml,0.00551222,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,41,Mathematica,0.00547249,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,42,Cobol,0.00455831,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,43,Elixir,0.00419428,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,44,TCL,0.00342466,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,45,Ada,0.00288175,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,46,VHDL,0.00247567,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,47,D,0.00234518,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,48,Lisp,0.00223487,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,49,Pascal,0.0017024,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,50,Raku,0.00161325,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,51,Clojure,0.00140074,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,spectrum,52,Erlang,0.00095019,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,1,Python,1,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,2,SQL,0.91210033,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,3,Java,0.73382943,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,4,JavaScript,0.65970903,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,5,TypeScript,0.39651505,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,6,C#,0.39031104,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,7,C++,0.33367224,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,8,HTML,0.30794314,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,9,Go,0.22628094,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,10,Shell,0.19990301,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,11,C,0.13583612,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,12,SAS,0.11808027,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,13,PHP,0.10189967,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,14,Apex,0.09158863,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,15,Rust,0.0778495,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,16,Ruby,0.06648161,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,17,Kotlin,0.05536455,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,18,Scala,0.05371572,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,19,Swift,0.04877258,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,20,Visual Basic,0.03647492,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,21,R,0.03410702,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,22,Matlab,0.02734448,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,23,Groovy,0.02096321,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,24,Perl,0.01944147,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,25,Verilog,0.01859532,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,26,Cobol,0.01246823,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,27,Cuda,0.0108194,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,28,Assembly,0.00955184,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,29,TCL,0.00836789,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,30,Dart,0.00790301,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,31,Elixir,0.00756522,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,32,Solidity,0.00743813,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,33,Objective-C,0.00710033,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,34,VHDL,0.00604348,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,35,LabView,0.0052408,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,36,Clojure,0.00325418,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,37,Julia,0.0027893,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,38,Ada,0.00185953,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,39,Haskell,0.00139465,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,39,Lua,0.00139465,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,39,Pascal,0.00139465,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,39,WebAssembly,0.00139465,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,43,Arduino,0.00092977,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,43,Fortran,0.00092977,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,45,Erlang,0.00046488,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,D,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,Lisp,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,Mathematica,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,Ocaml,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,Prolog,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,jobs,46,Raku,0,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
2025,trending,1,Python,1,https://spectrum.ieee.org/top-programming-languages-2025,2025-09-23,ieee-2025-manual-7metrics
